,CD86,CD274,CD270,CD155,CD112,CD47,CD48,CD40,CD154,CD52,CD3,CD8,CD56,CD19,CD33,CD11c,HLA-A-B-C,CD45RA,CD123,CD7,CD105,CD49f,CD194,CD4,CD44,CD14,CD16,CD25,CD45RO,CD279,TIGIT,Mouse-IgG1,Mouse-IgG2a,Mouse-IgG2b,Rat-IgG2b,CD20,CD335,CD31,Podoplanin,CD146,IgM,CD5,CD195,CD32,CD196,CD185,CD103,CD69,CD62L,CD161,CD152,CD223,KLRG1,CD27,CD107a,CD95,CD134,HLA-DR,CD1c,CD11b,CD64,CD141,CD1d,CD314,CD35,CD57,CD272,CD278,CD58,CD39,CX3CR1,CD24,CD21,CD11a,CD79b,CD244,CD169,integrinB7,CD268,CD42b,CD54,CD62P,CD119,TCR,Rat-IgG1,Rat-IgG2a,CD192,CD122,FceRIa,CD41,CD137,CD163,CD83,CD124,CD13,CD2,CD226,CD29,CD303,CD49b,CD81,IgD,CD18,CD28,CD38,CD127,CD45,CD22,CD71,CD26,CD115,CD63,CD304,CD36,CD172a,CD72,CD158,CD93,CD49a,CD49d,CD73,CD9,TCRVa7.2,TCRVd2,LOX-1,CD158b,CD158e1,CD142,CD319,CD352,CD94,CD162,CD85j,CD23,CD328,HLA-E,CD82,CD101,CD88,CD224
7c9d78d9d9b0,2.7750413,1.71806,-0.75792396,5.572333,5.5900555,7.6422977,-0.78647625,0.144921,1.047539,1.8482904,-0.1921789,0.4436669,1.505945,1.0901613,3.3442726,0.28622442,2.795515,0.92705417,4.9281406,0.13732582,0.8306894,5.118266,0.4216944,2.2242708,12.186595,-0.066284,1.1485767,1.9524249,1.1124086,1.6412556,-0.13393617,-0.06557059,1.1407093,-0.04670632,0.26268977,0.68690825,2.414893,8.316918,2.0035262,1.9247973,-0.56066746,0.18676943,1.3449727,1.987947,0.39258766,0.0013856292,2.8917086,1.9582543,9.631111,-0.5409953,1.3250251,2.3618846,1.8092799,0.13705301,1.5148616,2.9285803,0.054273248,2.313569,3.2513945,0.12769312,0.0012071133,1.2296282,0.010837078,1.6100322,0.23270395,0.058806777,1.1480762,1.3720152,3.9740171,1.3629563,0.3737287,1.2364793,0.3081066,3.0010242,-0.2766726,13.290102,-0.0030491352,0.51267624,0.13846987,-0.0935151,4.627204,0.28673476,1.3627651,0.9314842,0.8886716,0.19579983,2.1514983,0.8282615,2.0474575,1.7093066,2.8284807,1.7868726,0.09831256,0.57570684,3.2105622,0.3253377,0.0735966,7.9665537,0.1690185,8.669193,3.0453603,0.06351024,2.2039168,2.4523528,0.50752014,0.17779547,9.999147,2.140427,4.4169235,1.0457344,0.758474,2.0501513,-0.18146014,2.4818182,0.989349,7.2220216,1.0110415,0.91389555,-0.021457434,11.540708,1.109554,7.172546,0.09491426,2.989032,-0.2901274,2.0613556,1.3346944,1.1415612,0.49505186,1.8341953,1.779715,1.7733574,0.66395277,0.3813724,0.18811569,-0.37911922,5.8769917,1.3701453,3.3611207,2.0490813
5c2dcdcb1efd,-0.24515879,0.22537561,0.44420123,6.641352,7.0751476,11.62364,3.4506695,-1.0021389,-0.2640511,1.7660246,0.6863251,-0.12637264,-0.5121765,-0.42133024,9.1493435,-0.07590544,8.738171,1.8864158,3.5797708,-0.17550954,0.06394154,5.6772633,-0.26059222,0.9738452,11.240001,0.20878953,-0.36153826,-0.58115435,-0.022037476,-1.0834525,0.1390011,0.50650793,0.43827695,-0.70747507,0.7357808,0.4525376,0.011200011,16.17591,0.23750381,-0.49048683,-0.011408836,0.9027793,0.18468851,-0.13947499,-0.83418286,0.35518968,-0.36439842,0.8061354,12.226207,0.7049235,0.36482054,-0.4004687,1.2273042,-0.24165578,0.16012137,1.807174,-1.1865364,6.105131,0.7858184,-0.40067214,-0.3660534,-0.6954043,-0.17121667,-0.17117578,-0.25987792,3.655138,1.588213,-0.16727316,3.6716008,0.13333607,-0.6335809,-0.41813844,-0.28413656,14.544689,0.9126601,12.151636,0.13840392,1.7838535,-0.359399,-0.55870116,-0.6480222,0.5665325,-0.48095423,0.65829444,0.29507828,0.29082233,-0.53774554,0.9829786,0.58479226,0.599118,0.69215083,0.5028002,-0.504715,-0.19065785,6.633236,-0.06455539,1.437734,9.129963,0.267443,14.107847,4.235834,-0.27647007,4.260201,1.2736186,0.9891909,0.29027146,8.940339,4.3541203,7.456546,-0.105110824,0.33476233,2.3464983,1.4344985,0.55587626,0.4139944,1.8672011,0.7431098,-0.50870574,-0.395979,10.347281,2.2254968,10.097393,-0.43532926,-0.28121,-0.5109333,-0.19865772,0.7172097,-1.039825,0.60972774,0.51776445,-0.9882932,9.466177,-0.15289456,-0.6053455,-0.11758907,0.84628344,2.5111132,0.7024698,1.955036,2.0493445
61b98ab7523a,-0.216243,1.3206736,1.2206116,4.454851,6.833324,5.9523716,2.197233,-0.9725734,0.18433239,0.86545634,0.71517855,-0.09242362,0.87322664,-0.38239926,4.40408,-0.054338634,6.5760264,2.619922,5.633251,-0.15687847,1.516885,3.0669215,-0.21995828,-0.43635276,15.720257,0.24022636,0.7279664,0.83084774,0.45577943,1.1047525,-0.12147227,0.54946303,0.48011068,0.56744874,-0.31077224,-0.7645203,0.5126733,14.622656,0.2884447,-0.45940608,0.53454113,-0.47537282,0.22328058,-0.0755223,-0.22312999,0.69712263,1.3736196,0.83865166,9.050517,-0.11101657,0.18063441,0.06338304,-0.41912773,-0.21910158,1.8689667,1.6839374,0.93043905,4.242282,-0.34661746,-0.36920506,2.050143,0.023162305,1.1229112,0.87132025,-0.23054197,0.07456508,0.29033792,0.30311432,1.8401045,0.16810298,0.633559,-0.37352535,0.849249,11.134324,0.11685142,12.501057,1.5088458,1.3785465,-0.32974815,-0.5309968,5.343089,1.3926133,2.0028806,1.1452305,-0.47280228,1.6648117,2.6548498,1.4160281,-0.80641496,0.665236,2.07909,0.32964388,1.2315542,2.026432,1.4067719,-0.04133509,2.335679,10.294201,1.5426027,10.62446,3.7683544,2.9784887,6.273455,1.7625351,1.0269117,1.0721184,8.571138,-0.06550336,7.591978,1.9739307,0.7316427,3.8980992,-0.33113366,0.6705766,0.44825995,0.77912873,1.884584,-0.47267538,0.8283683,10.017205,-0.1100755,17.152168,-0.40375033,2.5939398,0.9477564,0.8932363,1.3321583,0.8910676,0.65170467,0.18031858,-0.95216584,7.3605037,0.97248894,0.4164787,-0.09938267,1.1908678,4.198017,-1.0527894,2.6554255,3.2182698
7d77f7cb94f0,-0.0066313446,0.19880569,1.5473428,5.675745,5.073086,6.5633864,-0.70517075,0.48634645,1.6600735,0.57357144,1.5227144,0.15367386,-0.18165296,0.757612,4.5706754,0.10200012,4.1036572,2.7034023,4.267396,-0.021821171,1.9185684,2.9929242,1.329853,-0.17074299,5.233816,0.46811324,-0.14181712,1.0677353,0.54515624,1.1091627,0.48553842,0.86084616,-0.39760625,0.85271585,-0.04751903,-0.04454857,-0.10851741,11.448486,0.31011963,-0.23410061,-0.11142439,0.5709512,1.48962,2.4035165,-0.5125402,0.3708903,1.7301522,0.4154537,9.0694685,0.1545012,0.9468079,1.084861,-0.16787714,-0.05560538,0.09862393,2.1694415,0.9032619,4.6783514,0.99965847,0.8831218,-0.18562728,1.2306831,1.4691632,0.21471745,1.1763865,1.6185981,1.3883911,0.6119872,1.6378698,0.4201297,0.6646121,1.6480868,1.1049323,3.966076,0.9793837,10.562855,1.1372855,1.7033172,-0.1148082,-0.33016664,0.62083393,-0.011780858,-0.8544967,0.030305445,-0.21653616,0.6181342,1.779019,-0.028954983,1.5122774,1.8604138,1.9301167,0.63241184,1.5553232,0.8273561,2.328947,0.12698956,0.83866,7.4041834,0.59150505,7.6923194,2.08594,-0.10944605,2.1407287,0.6391875,1.3003516,2.0545912,3.6508272,0.20391524,5.0379505,1.5112793,1.2309544,2.6463695,-0.0070427656,1.5020443,-0.18313062,0.87527126,2.2656093,0.6061238,0.99005675,3.8271208,0.19632259,3.4514093,-0.1748336,-0.07481912,1.6880879,0.16884059,0.3920533,0.7810366,1.3227841,1.1816847,0.77637154,4.736452,1.3251383,0.7090056,0.0325962,1.764006,2.3278222,1.0304825,1.0919783,3.2425234
5d680d0da845,-0.15740132,0.36444354,1.3123307,4.868041,5.105309,11.341652,0.8256466,-0.9124098,0.63999957,3.0498705,1.3722694,-0.023339719,0.09482479,1.3377304,3.028133,-0.010451585,6.912308,0.7686379,1.7334528,-0.11896551,0.82475513,2.7353058,1.1179835,-0.3617914,10.3207,0.30419824,0.78216887,0.23907638,1.4566507,-0.029307604,-0.36089537,0.6368737,1.5637367,0.05786282,0.8459962,0.5645481,1.0275035,17.457829,1.0184226,2.3284874,0.5810021,1.653482,-0.25507075,0.05461657,0.85888934,0.78037864,1.4737046,0.2459107,7.119607,1.8899137,-0.7912059,1.8777595,1.3324945,-0.17320532,3.8100107,1.2544098,-0.11856595,3.0821023,0.864493,0.7190493,-0.2996722,1.1703473,-0.32515913,1.182573,-0.17084527,-0.53844404,0.40087134,1.1546074,2.744023,0.23885131,1.4027255,0.81571233,2.8457317,5.732641,0.4937457,9.416099,2.1754987,0.9862344,-0.26941073,-0.47462022,-0.62767625,1.4637275,-0.038030982,2.3947976,-0.40086386,-0.35002682,0.8133265,0.6933792,1.9255482,0.015614927,0.5182769,1.3890259,1.4113135,0.88063353,2.497904,0.0059165806,0.5960557,7.281765,-0.79927945,5.7216,3.997724,-0.21501966,2.1021588,0.9279541,1.5983248,1.8377239,4.1893587,3.1072302,7.942449,0.10290086,-0.18904424,3.6237676,1.167481,2.9621112,-0.3617947,1.9074528,2.9348023,1.1646805,-0.3282854,5.541518,0.528118,4.677813,0.60669565,-0.20527598,1.0421602,-0.06345013,0.20030665,0.9769539,-0.54496694,0.25785124,0.58799976,6.98694,1.0714839,1.4588816,2.8378673,1.8309473,3.874373,1.1912154,2.62929,0.75461674
91bbf9c94ca1,-0.24080567,-0.17228672,-0.7562059,4.0543394,5.0034328,6.470631,2.2053182,1.2992051,1.0137008,-0.24972084,2.8412988,-0.121261775,0.8391905,-0.4154694,5.701789,-0.07265866,6.5639887,4.316121,0.95578784,2.3511038,0.7329643,1.0111341,-0.254475,0.28887036,6.666979,0.21352217,-0.35752833,-0.5762347,0.6216333,0.41634858,-0.15715739,-0.104260474,-0.11903316,1.0764598,1.7298287,1.1524136,1.2890408,16.645428,1.9181243,-0.48580778,-0.6060612,-0.5109917,-0.36638522,0.92374456,0.26599908,-0.6794344,0.5258591,-0.56963265,12.460286,-0.62336785,0.58822894,-0.39517054,0.43023598,-0.23826036,0.1681376,0.6332025,0.89230764,3.647923,-0.36863792,-0.39593494,0.8888935,-0.017085344,-0.16402587,0.36307827,-0.25546157,0.6779752,0.24419723,-0.16085863,2.0704226,0.7844168,-0.24850282,-0.4114222,-0.27882665,4.864117,0.37880957,13.476531,-0.6168827,-0.23285031,-0.35493523,0.34260523,5.3373947,-0.2947965,1.1498232,-0.33182362,1.0336933,-0.46447587,2.060823,0.5701457,2.0807776,0.60907173,1.2794673,-0.17403623,1.0090027,0.7489864,2.0893757,3.1445975,0.46184957,5.5243545,0.93001676,3.9358258,2.103878,-0.27342188,2.0808218,-0.27609873,6.576622,1.7177551,4.133589,1.5219636,7.266354,-0.094792664,1.5399119,0.3984761,0.13876446,0.5731437,0.4191529,0.7678625,0.7510228,0.31433254,1.9067992,2.8733323,-0.14597979,5.748225,-0.43057522,1.2124873,-0.5039493,0.35356614,0.7227459,-0.49847567,-0.20346555,0.5235004,-1.3435988,5.127179,-0.14557087,0.5026455,-0.1148482,0.8522099,0.94677854,0.31310165,1.5054555,0.6407826
d930dedfbc45,-0.85550404,2.141886,1.228316,4.5769763,4.5810065,3.9302225,1.055444,1.1416695,2.5051816,0.648153,0.077295095,2.1606965,1.0705221,1.1182244,8.664252,-0.53113115,4.8960047,-0.19919337,-0.18429121,-0.5687681,1.1491141,7.291168,0.13697457,2.483387,9.741202,2.1581004,-0.92376184,0.10840231,1.4565326,0.42849505,0.51355326,1.6405649,0.5537616,-0.30254182,1.8672286,1.7818024,4.6359987,7.883008,1.6903741,1.5781171,1.8055815,2.7306278,2.3111644,6.172923,0.36233616,1.4852815,4.0420885,-1.2608697,0.5563977,-0.4780815,2.9786394,2.1027656,0.49571514,-0.7177224,4.857886,1.250095,0.8697781,2.1837375,0.23864332,-1.0648687,0.42392555,1.1143408,1.6767057,1.1583016,-0.879092,2.3180919,4.3235207,1.9241577,5.0822434,0.045333833,1.142605,1.0441747,0.06948161,2.8979006,0.7781059,13.818199,1.2849286,2.3803878,1.2814488,-0.2463409,3.494668,-0.17111132,0.8971102,2.2850347,-0.45111498,-1.3079767,1.6908332,0.08116728,3.5139956,9.616815,3.104734,0.38067,1.188426,2.3445992,1.460511,-0.5546816,0.45562607,10.644579,-0.22248626,2.9467711,2.7735403,-0.70385194,6.109918,2.6532834,5.774743,1.4640526,6.416456,-0.88716006,17.884518,3.6310263,4.5363026,3.0944355,2.4547653,2.0718646,2.5536842,3.538398,2.0940626,0.29481465,1.4326384,14.445696,2.080792,1.0535101,1.5027137,2.0408058,-0.5118469,2.2875373,1.0544643,2.4950743,1.0597572,0.9870925,1.373092,7.0243025,1.9944906,0.66686803,-0.5018839,0.88053083,8.350763,1.2038693,10.478611,1.8093309
5e932822cf0d,-0.4578376,0.61162436,-0.45054683,-0.17262158,3.5856335,4.711776,-0.55664504,-1.2195957,0.3686025,-0.48740205,0.47410452,-0.3760712,0.5384529,0.15012726,7.902742,-0.23453182,0.7041459,1.2574363,-0.8307962,2.2112656,-0.94874203,1.2252859,0.6957953,1.3395381,5.469079,-0.022431992,-0.55744874,1.1633645,0.68334395,0.42790493,0.8664072,-1.1027716,0.64905393,0.23865494,1.4572563,0.18108194,-0.8195474,2.2329264,0.48914462,-0.71908915,-0.17933857,-0.083353505,0.8874238,-0.60985243,0.89856994,0.63805115,1.7041165,-0.8136882,-0.034199446,1.1740481,-0.18930689,-0.65932024,3.0298676,-0.40754437,1.4240696,0.028708428,-0.5849666,1.3489633,-0.56320727,0.3921052,-0.52692723,1.1058946,2.1815705,-0.24340194,-0.47564715,1.4864516,-0.93496895,0.34317553,2.1675959,0.52346826,-0.8315852,0.6223615,-0.5435611,3.9236164,0.35759476,7.174262,0.5616813,3.6494737,2.6843514,-0.76247,0.5162242,-0.55709445,0.36287245,1.5684392,2.0674694,-0.0010196287,0.36026338,0.24947166,1.9272659,1.4872531,-0.6796818,0.39949903,1.0339862,1.1872007,0.3504471,-0.23534311,-0.44217494,5.584926,0.3177811,5.649057,1.6387473,-0.42539412,4.205793,0.9523175,3.2447505,0.7246088,5.6908917,2.7210724,13.605718,-0.609224,2.1882672,2.0791235,1.1056652,-0.28775838,1.7039971,-0.5380603,0.92192554,1.4769657,0.642009,9.003115,-1.0680721,6.329914,0.2785893,-0.46523482,0.12615627,-1.1238778,-0.18178317,-0.32684717,0.66777015,0.23752843,-1.2540138,1.4061561,-0.5107041,0.42905492,-0.25149915,0.23181444,5.3722143,0.014648683,4.54008,0.7328884
db16657d5945,-0.49511164,-0.57528144,0.31180233,6.941213,7.0008016,11.524635,5.7568374,-0.013107974,-0.22770117,0.560055,0.4369108,-0.4198333,0.87168306,0.88305175,14.323563,-0.26233268,8.849686,6.4159327,3.9926813,-0.33655953,0.021255396,4.6042395,0.643416,0.6571169,14.332673,-0.86588734,0.4710847,-0.14257884,-0.15730254,0.83084464,0.058818333,1.7181177,-0.4869485,1.2325886,1.4104434,0.49224725,0.07322027,20.993683,0.42347902,-0.7591539,-0.8068595,1.1637603,0.8376765,0.3613011,-0.07692014,-0.32026812,-0.78954834,0.5250598,13.301947,-0.021567954,-1.0167915,-1.1706649,-0.7533931,1.1337113,-0.30016738,3.2586446,-0.23378204,2.11003,0.5617354,-0.6726786,-0.5551219,-0.19724834,0.66225547,-0.048341695,-0.5134628,0.8851447,1.1186795,-1.5099878,1.0117495,-0.16719496,-0.19392948,-0.93616927,0.50908643,17.582737,-0.9233382,15.28208,-0.18046114,4.985077,0.56923616,0.9179732,5.278435,0.26444742,-0.8389089,1.1256822,-0.8137404,-0.052167773,0.30405346,0.19439769,0.0432128,0.027584553,0.5805507,0.34565952,-0.61380273,-0.58518827,3.5384517,-0.26527536,0.05264523,10.183015,-0.83019996,12.565279,2.939546,1.2394794,8.059255,-0.6602874,2.4537225,1.3519614,7.9802637,1.1950984,6.731834,-0.6975748,0.6623963,5.3290863,-0.7623062,-0.43561342,-0.76198524,5.393855,-0.32588968,0.74387896,-0.5887855,8.561304,0.5424305,4.562903,-0.7083026,-0.49748698,-0.4023921,1.3607551,0.9774978,-0.86966515,-0.5726403,-1.0336869,-0.3647723,9.334722,0.503322,0.37703654,-0.2749682,0.18106854,1.5245298,0.3587454,0.25534457,5.6095223
2ff2d53a5d0a,2.1833777,1.4130738,1.830549,6.8131003,3.1738207,1.9925996,4.6372995,0.13393913,2.2805104,3.1897502,0.5804171,-0.25098392,2.088057,0.29357103,17.287868,-0.15506744,1.383803,1.2998681,2.3009892,-0.24389571,-0.29783496,4.8499765,-0.40974084,0.14886293,6.7245893,-0.7095324,1.5738842,1.2837706,0.6541021,0.06815021,0.53355145,1.4423431,-0.27888352,0.38365152,0.6024827,0.675809,1.1149263,11.834719,0.6768397,2.1200762,-0.09521364,0.748868,1.0296187,3.3452647,0.5974325,1.055397,2.5717955,-0.6938801,4.0482683,1.3090063,0.8217796,1.6417707,0.29779756,-0.32444194,3.7087715,0.12595245,1.3604145,4.661387,-0.46769214,0.50804764,0.80531716,0.7605108,1.6897172,1.6368623,-0.36755687,2.6290426,1.3888365,3.1533213,3.6616282,0.65156925,1.1029975,0.60904485,-0.41360158,8.006163,0.5044161,12.680287,0.69759715,5.207904,-0.46823367,-0.6603914,0.54092556,-0.428331,0.25592464,0.01653099,0.16531812,0.14517953,-0.0476892,-0.045946687,2.45772,-0.42773682,1.3644536,0.553391,0.8383385,1.5897691,-1.0240893,3.0558708,0.28406015,7.6597867,0.7799059,2.1225483,4.2854004,1.3401839,4.233049,1.1132743,10.231053,1.5588264,5.22652,-0.23908937,15.880349,2.536464,4.8290668,1.306326,1.2703953,0.13486287,0.2882212,0.71718425,7.69607,2.2454548,-0.47784984,13.278558,0.75265265,-0.088284925,-0.5512411,-0.373047,1.8681023,0.18333493,-0.04628469,2.104621,0.061668016,0.72753847,0.8205986,10.023767,0.74527746,-0.025874317,2.7157845,-0.34358513,8.8585,-0.7300439,7.587401,1.2415516
7ce4d7229306,4.461833,0.2717778,-0.7173487,9.379295,6.884663,9.5696335,5.6649203,0.81880224,1.8921397,-0.8433215,0.06507139,-0.09199408,0.4603176,0.47589245,22.508888,-0.054065734,6.8836503,5.606336,-0.69472116,2.3671658,1.3395871,2.8561664,1.0358104,0.3204586,14.510041,-0.5623074,-0.33456525,0.17299134,-0.7414221,-0.32839733,0.18154207,-0.067228526,0.99910855,0.5679467,0.7725559,-0.31162238,0.5132499,14.078835,0.612694,2.2656333,-1.2845787,0.26751906,0.7360516,0.9788784,0.299614,0.07482517,2.115672,0.18015382,12.887239,-0.59179056,0.409658,0.8301879,0.4601165,1.3515131,3.1538212,3.2051344,1.5706396,7.0732436,0.8120694,0.6554141,2.0504198,-0.3635363,-0.4217538,1.0879699,-0.23017079,-0.6262455,0.99532545,1.4133592,2.8705463,0.16854289,0.34115323,-0.24556917,0.8496953,8.702947,1.4359236,11.593633,0.17575854,4.617864,-0.329373,0.3664894,0.5723215,-0.26466864,1.185523,1.5574927,1.0641704,-0.43026844,0.9848167,1.0262434,0.6482376,-0.11809403,1.32038,1.1278615,0.31472787,-0.50047296,3.8241217,3.1646159,0.5019621,11.061388,0.64650726,6.0160084,4.9937477,-0.25596616,8.13069,-0.23843831,6.148631,2.3840916,5.8526845,-0.06503311,10.762312,-0.035704494,0.40451348,0.9733422,1.0770686,0.6720278,-0.4310892,0.7792966,-0.49157214,-0.4722195,0.8286505,15.764458,0.44264147,-0.042207196,0.5428342,2.5942564,0.5143499,0.8938,1.3326236,1.6411397,0.65223575,1.2330244,-0.015897095,8.121466,0.9731045,-1.0853331,-0.0991523,0.21387824,5.4578776,1.1108019,3.9850042,4.7736387
5a54d32fc4ec,1.1650432,1.083635,0.8341875,7.2456064,5.937862,11.340631,5.6465206,0.32955283,0.45601755,0.9270725,0.77132046,-0.026367098,0.09125173,0.55115014,8.139474,-0.0123747885,7.767042,7.508792,4.1811547,-0.12062693,0.61114436,4.7447166,-0.1408945,1.0817797,10.766907,1.0344133,0.7797936,0.2361623,-0.1373199,1.0367869,0.5457043,-0.66029686,-0.0020989776,0.054353565,-0.24011084,-0.692708,1.4164096,17.014648,1.2982342,0.59086406,-0.23250732,1.6497427,0.29837137,1.1025054,-0.14726189,1.0594947,2.8972082,1.5080576,11.073321,1.5513483,1.4824021,1.2438484,1.3294038,-0.17521657,0.7776201,2.3046684,0.28648025,5.5299916,-0.2961775,2.5114355,-0.30162263,0.46449202,2.3525255,1.3839153,1.0208097,0.7993351,0.39602757,1.4957265,1.9480528,2.0257905,1.3987395,-0.15932736,-0.18023571,12.207053,0.49019232,12.66767,2.1722093,5.504327,-0.27205482,-0.47709075,0.58528095,-0.19711298,0.5299057,-0.77557206,-0.40401635,2.3339412,0.80943793,-0.794749,0.7693517,0.009718835,0.51404494,1.0236785,0.93925256,0.8765635,4.1219597,0.00384593,2.0147047,7.815126,0.3831666,10.638044,5.8005543,-0.21682523,9.8739395,0.40751877,1.1003075,1.1530473,10.414919,0.00681293,10.105986,1.147797,0.5376653,3.9688318,0.73093307,0.8937559,2.056962,7.722742,2.9301152,1.1614676,0.87176806,12.069985,-0.027833343,5.0605187,0.6038796,-0.20750713,0.60402966,1.4445411,0.1970273,1.360461,0.73338157,-0.59210086,1.4891822,8.855228,-0.00959003,0.49499762,-0.06395742,-0.0831227,2.917709,1.1876695,3.5302334,3.0332263
100ee3c2e73d,-0.25869286,-0.20063224,1.9748929,7.155947,4.758523,9.927025,3.4551246,-0.36535168,0.12161197,-0.2693099,0.022347942,-0.14226247,0.81440455,-0.43955192,2.947628,2.7412782,7.7186646,4.771922,7.2739067,-0.18422982,1.9649272,3.9342928,-0.27961093,0.26620457,7.856031,-0.6088561,-0.37400526,-0.5964495,-0.27927402,0.72858536,0.4022922,-0.80693734,0.93716526,-0.07998803,2.6167693,0.43526322,0.4457791,14.670226,0.53726566,-0.5050342,-0.3104504,0.8831532,-0.39025807,1.8460369,-0.28037155,-0.3314096,0.49543446,-0.5897471,13.174782,-1.173162,-0.12589279,-0.88291943,-0.47001016,1.318117,1.7907952,2.596677,0.51195884,4.735241,-0.38467377,1.5438604,0.87536335,0.30274397,-0.49247992,1.018702,-0.27360862,2.2931657,0.21059643,0.636625,3.016502,0.7629101,-0.2761534,0.044012994,-0.30064532,9.969959,1.376921,12.67418,0.12113851,0.3070968,0.8116647,0.3254674,3.6330354,-0.31641436,2.4669318,-0.3594845,1.011825,-0.48902097,1.1658785,1.3533067,2.0420213,-0.2159949,1.2501109,0.68714845,0.13057958,0.9953565,4.4735713,-0.07542364,-0.121730596,8.539832,0.24905573,11.684788,6.6491313,-0.285947,4.2567387,0.7749295,0.9715355,-0.54005355,7.2763767,2.9770377,10.034148,1.8733118,1.7543452,6.3678207,0.1111082,0.5021906,0.3979564,1.8609934,1.80742,1.0384669,0.79562366,8.38972,0.38005593,-0.056775525,0.4960752,1.1970102,-0.5326469,0.827834,0.07148579,0.82910705,0.95686764,0.49993134,0.4614463,7.338178,1.82342,-0.4663055,-0.12611058,0.5029357,4.8828692,-1.1111647,2.7210073,6.2365103
4ae5405c4d3e,0.14692715,0.4421475,2.4156322,7.5243635,5.195829,6.0962214,0.7254693,-0.6012443,0.720923,3.0107932,-0.2854184,0.3339614,0.5165278,0.10655743,4.692721,0.21653166,4.1789136,-1.0457728,3.8002744,0.07711989,0.7278528,2.7819319,0.29038662,2.6939626,12.97227,-0.1678716,1.0625031,-0.13804781,0.765981,1.0017705,-0.26968879,-0.20437914,0.44191656,0.47203305,2.216786,0.15144801,0.6290657,15.246588,1.2518456,0.9207495,0.82129776,0.051268697,0.15109694,0.72769403,-0.30547404,0.24250847,0.30250853,0.5881324,9.4701185,0.3490157,-0.033670783,0.90227455,1.6972773,0.064169586,1.34279,-0.1122874,-0.090785265,5.0587378,-0.021035075,0.02600789,-0.06947309,-1.2759932,0.75606835,0.17253524,0.13790533,-0.08149463,0.9725487,0.83826303,3.327918,0.6047609,-0.60628307,-0.37708855,2.2947412,0.7644261,0.3010981,7.1343775,0.6385883,0.36789966,0.0426538,-0.18304133,3.727076,1.0403951,0.6931435,1.2646194,-0.028799236,0.067578554,-0.7054046,-0.3412807,1.4343352,2.2115355,1.3356427,0.8542154,0.757106,1.3609914,4.6667676,0.25030184,1.0857514,9.3082905,0.04207033,9.268176,5.486881,1.6890541,2.1800125,0.3096624,0.38562578,2.2754698,6.603418,0.4012875,6.46862,0.82425135,0.53589046,5.3037167,0.7382573,2.1111658,-0.0011620522,3.9981823,0.84118783,0.7974643,1.1085074,9.233789,0.9729677,7.969083,0.9390526,0.058050632,1.0964215,1.9173915,1.7940319,0.55587816,-0.103174806,-0.18770516,0.96822727,10.285793,0.5067485,0.25096953,0.12928206,-0.06826931,6.803974,-0.5533735,1.834723,5.6441784
d2d496f605e6,-0.19942972,1.0211194,1.0159981,6.682887,4.60891,5.402491,2.1916983,-0.95538235,0.91586524,0.88386923,-0.6310289,-0.07268378,0.036586702,-0.3597626,4.417443,-0.041798472,6.8917108,5.4853287,2.3863964,-0.14604533,1.1727318,3.0956502,1.058923,-0.4150478,11.216157,0.99152404,0.7434541,-0.52947474,0.47995776,0.29744607,-0.09704563,-0.04279551,-0.05917281,0.000665009,-0.2896563,-1.2386427,1.721841,15.634717,0.9443813,-0.441334,0.54781675,1.5925355,1.2323042,-0.038336873,0.32179248,0.09809685,0.5962363,1.4636955,7.96177,-0.5709564,1.0543238,0.08384645,-0.39897454,-0.2059873,1.8999283,2.527165,-0.6284735,2.706981,0.82681453,0.67331266,-0.3314632,0.3998507,-0.39458477,0.17465413,-0.2134844,0.74010116,2.2739716,0.3278895,2.6633859,1.428286,0.56461835,-0.097435236,-0.22835648,8.704494,0.7136961,10.131749,0.19674051,-0.7905462,-0.3125075,1.2012678,1.6840227,0.62179923,0.4734099,0.7290103,1.0842786,2.2798073,0.18132699,1.4408705,0.24032804,-0.08048588,1.0658242,-0.64507425,-0.29292122,1.0888984,3.840948,-0.027833536,1.951226,8.2778425,0.66885257,1.0776764,3.785018,-0.24444921,-0.29705444,-0.21359068,3.9242165,0.35604814,5.8636823,-0.04389289,8.286088,0.0032808185,0.44369256,0.9940195,0.20273782,0.7372699,-0.41159886,4.7125874,2.4025083,-0.45172533,-0.3607049,8.871008,-0.6903465,-0.03661056,-0.38538858,1.2482888,1.3787684,-0.12820312,0.14685562,-0.97307795,1.0428996,0.20247255,-1.6840559,12.459209,-0.07596028,-0.5415276,-0.08879644,-0.13683084,4.9803257,0.37000006,1.8621535,5.1714544
