cell_id,day,donor,cell_type,technology
bf51139fd4ec,2,27678,HSC,citeseq
14224b8d3e08,2,27678,HSC,citeseq
4be93b83cfb7,2,27678,MasP,citeseq
2031c543615e,2,27678,EryP,citeseq
bf84b2ae37f8,2,27678,HSC,citeseq
197c599e2c15,2,27678,HSC,citeseq
85820afc297d,2,27678,EryP,citeseq
4dadcf5efb37,2,27678,EryP,citeseq
442d49875b7f,2,27678,EryP,citeseq
d07222c3af4e,2,27678,HSC,citeseq
2f89e3744db0,2,27678,HSC,citeseq
a33b6679e80c,2,27678,HSC,citeseq
39600406bce4,2,27678,MasP,citeseq
32b2aaa301d0,2,27678,HSC,citeseq
11e19b69b207,2,27678,HSC,citeseq
75a969c29c14,2,27678,HSC,citeseq
7a1a96704cbc,2,27678,EryP,citeseq
ba1f7ea29d0a,2,27678,HSC,citeseq
a45ff9f17e39,2,27678,HSC,citeseq
9293e0b53e46,2,27678,HSC,citeseq
917a6cc1b2a4,2,27678,MkP,citeseq
bb2f93a6d205,2,27678,NeuP,citeseq
b1caa1ba4cbe,2,27678,MasP,citeseq
92c4acfbc0ad,2,27678,NeuP,citeseq
92e5d400ca59,2,27678,HSC,citeseq
d5f2d917f1f4,2,27678,HSC,citeseq
77f579f745af,2,27678,HSC,citeseq
8674a07ade21,2,27678,HSC,citeseq
1d54b7392d04,2,27678,NeuP,citeseq
61aa19125dc6,2,27678,EryP,citeseq
7893ac183a5f,2,27678,HSC,citeseq
bd46ade19f25,2,27678,NeuP,citeseq
00198501cb07,2,27678,EryP,citeseq
5696877346be,2,27678,NeuP,citeseq
c9a834bba21f,2,27678,HSC,citeseq
a1ccf70ec6cf,2,27678,MkP,citeseq
14ee9ebdcec9,2,27678,EryP,citeseq
ba58d4f9e23b,2,27678,EryP,citeseq
ef8eb95fa4e5,2,27678,HSC,citeseq
8650eca36707,2,27678,MasP,citeseq
ac5a88d7fb98,2,27678,MasP,citeseq
c076290b1308,2,27678,HSC,citeseq
210cf0db32c6,2,27678,MasP,citeseq
503eafbe6322,2,27678,HSC,citeseq
d8c295399472,2,27678,EryP,citeseq
c85640d068d0,2,27678,EryP,citeseq
11d077bfae73,2,27678,HSC,citeseq
b8b5e22f810f,2,27678,NeuP,citeseq
1bcef1deceec,2,27678,MkP,citeseq
747234ae1397,2,27678,NeuP,citeseq
46ecd2a87650,2,27678,NeuP,citeseq
f463d5598412,2,27678,HSC,citeseq
8ae3405255cd,2,27678,EryP,citeseq
ac4951415fc8,2,27678,HSC,citeseq
056804878b17,2,27678,HSC,citeseq
a9b1c109d12f,2,27678,MasP,citeseq
0235ed92e268,2,27678,HSC,citeseq
ef80c91a900d,2,27678,EryP,citeseq
0ccb9a141791,2,27678,MasP,citeseq
88b840c9782b,2,27678,HSC,citeseq
e0576df1ff50,2,27678,NeuP,citeseq
0bc6241b01b6,2,27678,HSC,citeseq
b032b9715a4a,2,27678,HSC,citeseq
58b3ff685ddf,2,27678,NeuP,citeseq
8d33bff239d3,2,27678,HSC,citeseq
9b7ed5d42409,2,27678,HSC,citeseq
d6d7e26c52e4,2,27678,HSC,citeseq
223d6cc5be50,2,27678,HSC,citeseq
4a79a1c99c13,2,27678,EryP,citeseq
994cfef8f620,2,27678,NeuP,citeseq
fc0a01184010,2,27678,HSC,citeseq
da275666a669,2,27678,HSC,citeseq
4e9a5c4981d1,2,27678,MkP,citeseq
df4161853a16,2,27678,EryP,citeseq
ad82fdae46c0,2,27678,EryP,citeseq
97f9a3f307fe,2,27678,NeuP,citeseq
8a08e398a909,2,27678,HSC,citeseq
aba9c73c5710,2,27678,EryP,citeseq
19ae68b4c4bf,2,27678,HSC,citeseq
afa15edc885b,2,27678,HSC,citeseq
f48cba0409ab,2,27678,HSC,citeseq
5d2db269f05c,2,27678,EryP,citeseq
3fcbd6eacb18,2,27678,EryP,citeseq
584aa0e06614,2,27678,HSC,citeseq
95cfc15f363a,2,27678,HSC,citeseq
4c519d3c3be9,2,27678,EryP,citeseq
36776ad2a761,2,27678,EryP,citeseq
96cffa224c55,2,27678,HSC,citeseq
cc13c340af05,2,27678,MasP,citeseq
0ef80dd5d327,2,27678,MkP,citeseq
2fd40a77a0ca,2,27678,NeuP,citeseq
88ef2ba9e1df,2,27678,EryP,citeseq
37b3b7bffaad,2,27678,HSC,citeseq
b48a97b1fefb,2,27678,HSC,citeseq
eb8101aac74c,2,27678,HSC,citeseq
353753388f73,2,27678,HSC,citeseq
18e7be25de80,2,27678,HSC,citeseq
90056c79dfd7,2,27678,EryP,citeseq
e3b39f4ce7a6,2,27678,HSC,citeseq
42cfc4bd0ef9,2,27678,HSC,citeseq
8ca3701298df,2,27678,EryP,citeseq
eb32220c3ad3,2,27678,HSC,citeseq
9d300cba2db0,2,27678,EryP,citeseq
3dc1562a3b03,2,27678,MasP,citeseq
3662aef7af8e,2,27678,EryP,citeseq
2820bf5cecaa,2,27678,NeuP,citeseq
2d281dee43b9,2,27678,HSC,citeseq
1ca1821802c6,2,27678,MasP,citeseq
41eeb41984cd,2,27678,HSC,citeseq
5af7dd5e5f64,2,27678,HSC,citeseq
c7a24041ebaf,2,27678,HSC,citeseq
3a4d2b0172e9,2,27678,NeuP,citeseq
f3090cee174e,2,27678,MasP,citeseq
b30b40f711e1,2,27678,EryP,citeseq
146b14e21994,2,27678,NeuP,citeseq
45be372e0408,2,27678,EryP,citeseq
8556c1b2ec08,2,27678,MasP,citeseq
284619e0a058,2,27678,EryP,citeseq
08b0a5b361e3,2,27678,HSC,citeseq
c4defe0dd4ed,2,27678,MasP,citeseq
2b52f0a68209,2,27678,MkP,citeseq
07d62dff283e,2,27678,EryP,citeseq
25f1fb2d58ea,2,27678,HSC,citeseq
cb93ddc43e72,2,27678,HSC,citeseq
cc59f14426d7,2,27678,MasP,citeseq
fb217412c2f0,2,27678,NeuP,citeseq
38e8acaa04ab,2,27678,HSC,citeseq
72c8b8d92086,2,27678,MasP,citeseq
9541aba69e68,2,27678,MasP,citeseq
6de461ce51d2,2,27678,NeuP,citeseq
db98e12ece69,2,27678,EryP,citeseq
8fc4f2a219ab,2,27678,HSC,citeseq
504173e5ab8c,2,27678,MasP,citeseq
915c5e083c5d,2,27678,MasP,citeseq
f460ddc195ea,2,27678,EryP,citeseq
5c4905bbc4bb,2,27678,EryP,citeseq
53aaefc9f2f5,2,27678,HSC,citeseq
9de89bbd846e,2,27678,HSC,citeseq
dd1fecdd33fd,2,27678,MasP,citeseq
8046764a3fd0,2,27678,HSC,citeseq
c88762125627,2,27678,HSC,citeseq
ee7a03bb7bdf,2,27678,HSC,citeseq
3e0d7f776f78,2,27678,HSC,citeseq
5b89a8a4f708,2,27678,MkP,citeseq
ccfcfd4a925b,2,27678,EryP,citeseq
1dbe4e1f001c,2,27678,EryP,citeseq
618101489f0a,2,27678,EryP,citeseq
4fff21259e3e,2,27678,EryP,citeseq
cfa6ddf48dfd,2,27678,EryP,citeseq
674fd54281dd,2,27678,HSC,citeseq
5c8694d27b4c,2,27678,HSC,citeseq
dd7c784fb167,2,27678,HSC,citeseq
6081107dac90,2,27678,NeuP,citeseq
c56d29181e8d,2,27678,EryP,citeseq
a5828e222cca,2,27678,NeuP,citeseq
7234dd01f11a,2,27678,EryP,citeseq
7b1066f4210a,2,27678,HSC,citeseq
d0c71b0112e7,2,27678,HSC,citeseq
7692c106a71e,2,27678,EryP,citeseq
32f09f82dc10,2,27678,MasP,citeseq
ecb6c560adf4,2,27678,MasP,citeseq
6f50bd8cf893,2,27678,HSC,citeseq
29124bfbef8d,2,27678,HSC,citeseq
1d404a682447,2,27678,NeuP,citeseq
275df8f3259b,2,27678,MkP,citeseq
e59d6622af0a,2,27678,MasP,citeseq
b6fc7cf8ca71,2,27678,HSC,citeseq
132752d1b8df,2,27678,HSC,citeseq
787df0c35824,2,27678,NeuP,citeseq
84ada63de543,2,27678,EryP,citeseq
06e90c7b0884,2,27678,HSC,citeseq
b795675e203d,2,27678,HSC,citeseq
337d0131bdc4,2,27678,NeuP,citeseq
74b4ed54a8c6,2,27678,EryP,citeseq
cdfe2770bef2,2,27678,EryP,citeseq
cbdbe4ff8e98,2,27678,NeuP,citeseq
9a33d5ae50b0,2,27678,HSC,citeseq
2c08ba1249c4,2,27678,HSC,citeseq
1b1a315fcad7,2,27678,MasP,citeseq
86f7028487fc,2,27678,HSC,citeseq
a83368338615,2,27678,HSC,citeseq
79622d7e637f,2,27678,HSC,citeseq
861f1652121a,2,27678,EryP,citeseq
20790c0a7d44,2,27678,MasP,citeseq
ae18bbd91e29,2,27678,HSC,citeseq
d455cb4fd928,2,27678,MasP,citeseq
9afc4bc349ac,2,27678,HSC,citeseq
7652a8f4b825,2,27678,MkP,citeseq
509f1b6e1bd6,2,27678,HSC,citeseq
992ca9be7570,2,27678,EryP,citeseq
3a05c98d5ade,2,27678,HSC,citeseq
88cbca821ecd,2,27678,MasP,citeseq
da53853614e3,2,27678,HSC,citeseq
0cff987a2219,2,27678,HSC,citeseq
30410ff0f413,2,27678,EryP,citeseq
81bf489752ff,2,27678,HSC,citeseq
c785b6a504eb,2,27678,HSC,citeseq
2e536fec359e,2,27678,EryP,citeseq
70631b86e6e4,2,27678,HSC,citeseq
3d76ebcb5270,2,27678,EryP,citeseq
4dda6b3eea9b,2,27678,HSC,citeseq
240f2b8c493a,2,27678,MasP,citeseq
99a34db3d3e5,2,27678,HSC,citeseq
745bba362eca,2,27678,NeuP,citeseq
f13dc7e448df,2,27678,NeuP,citeseq
64117dd28a08,2,27678,EryP,citeseq
3e8595d0c889,2,27678,NeuP,citeseq
c26f1c6b8ca2,2,27678,HSC,citeseq
498b70746a6c,2,27678,EryP,citeseq
34e035a6c12c,2,27678,HSC,citeseq
76ed6af5cff4,2,27678,NeuP,citeseq
c997219deaae,2,27678,HSC,citeseq
7da9387e9cd8,2,27678,MasP,citeseq
f3f5d84a54e7,2,27678,HSC,citeseq
a64a18e7fcd5,2,27678,MasP,citeseq
ed8b352f91e4,2,27678,HSC,citeseq
9db848f328a0,2,27678,HSC,citeseq
705a32c94d46,2,27678,HSC,citeseq
f5d107fc7b9b,2,27678,EryP,citeseq
0d0f8db3d067,2,27678,HSC,citeseq
b5d7a222ff92,2,27678,NeuP,citeseq
b57dd126ba5f,2,27678,NeuP,citeseq
7db7d5e117a3,2,27678,NeuP,citeseq
1b524f81bb04,2,27678,NeuP,citeseq
842f30ed3cc6,2,27678,EryP,citeseq
3268d67b914a,2,27678,HSC,citeseq
d21e6483e37e,2,27678,EryP,citeseq
3e7077cabf7f,2,27678,HSC,citeseq
c0c0ec4f7c2e,2,27678,NeuP,citeseq
44d2b42d668f,2,27678,EryP,citeseq
e9d8ba968721,2,27678,MasP,citeseq
6d98fe490f6f,2,27678,NeuP,citeseq
76330b37518e,2,27678,NeuP,citeseq
48591861a695,2,27678,HSC,citeseq
ff189996778b,2,27678,HSC,citeseq
33ca46658eb7,2,27678,HSC,citeseq
c587b9f7007b,2,27678,NeuP,citeseq
daa8771e9fab,2,27678,EryP,citeseq
4929c13c9242,2,27678,EryP,citeseq
b521cb753d18,2,27678,HSC,citeseq
1cfb1c29c9be,2,27678,NeuP,citeseq
e2c2aa23d766,2,27678,EryP,citeseq
335248f1007f,2,27678,HSC,citeseq
a759326c8290,2,27678,HSC,citeseq
5ee52d6eabc5,2,27678,EryP,citeseq
d4772b088a28,2,27678,HSC,citeseq
3040c771f6de,2,27678,NeuP,citeseq
d63f96e380a6,2,27678,EryP,citeseq
963f70a16b9e,2,27678,HSC,citeseq
791c5dca7fe3,2,27678,HSC,citeseq
56e872c4308f,2,27678,HSC,citeseq
f27973e81522,2,27678,HSC,citeseq
e178ce4ab739,2,27678,NeuP,citeseq
fd39c6eef6cf,2,27678,EryP,citeseq
2d36b815bb48,2,27678,HSC,citeseq
32e5f31d60a3,2,27678,HSC,citeseq
0654bbe4fcfe,2,27678,MkP,citeseq
435068385a69,2,27678,HSC,citeseq
18bbe5df7585,2,27678,MasP,citeseq
7d68ae214acd,2,27678,HSC,citeseq
e32dae6d39b0,2,27678,HSC,citeseq
f5ff0a90f88b,2,27678,MasP,citeseq
a6f2e1ad3d47,2,27678,HSC,citeseq
87a99f220bf5,2,27678,HSC,citeseq
0fd229dd180f,2,27678,HSC,citeseq
45b4dcb94611,2,27678,HSC,citeseq
abdd8e43c002,2,27678,NeuP,citeseq
a1f6cf74273e,2,27678,MasP,citeseq
1d8c41d817c2,2,27678,MasP,citeseq
90441975f28a,2,27678,MasP,citeseq
5c45c93338d4,2,27678,HSC,citeseq
78db66401cd8,2,27678,MkP,citeseq
434c17f31ec1,2,27678,MasP,citeseq
ff66b722b7cb,2,27678,HSC,citeseq
5dd49100f161,2,27678,MkP,citeseq
ce000ec247ef,2,27678,HSC,citeseq
d24d18693d0b,2,27678,HSC,citeseq
6c0c01c947d1,2,27678,MkP,citeseq
b4d0da6ff428,2,27678,HSC,citeseq
ad26bbbebdbb,2,27678,HSC,citeseq
6ebe09da14b1,2,27678,HSC,citeseq
9c6a97390d1b,2,27678,HSC,citeseq
66595191c8ab,2,27678,MkP,citeseq
8ddd0c734b3c,2,27678,HSC,citeseq
9b5f95ee7eec,2,27678,MasP,citeseq
2455d0708534,2,27678,NeuP,citeseq
b85245ecab4a,2,27678,NeuP,citeseq
718e4bfc82a7,2,27678,HSC,citeseq
14c192e95bf4,2,27678,NeuP,citeseq
a4c0702c5530,2,27678,EryP,citeseq
2cd7e2e13b93,2,27678,MasP,citeseq
7867df954878,2,27678,HSC,citeseq
92c5447d858c,2,27678,HSC,citeseq
0ef5c9ad2db6,2,27678,HSC,citeseq
1167e9df6b66,2,27678,HSC,citeseq
ecfe1ecb803c,2,27678,HSC,citeseq
55a15d17d04f,2,27678,EryP,citeseq
d761bae5f9f8,2,27678,MasP,citeseq
3c8d6b0c0e80,2,27678,MasP,citeseq
fd412afcf7ae,2,27678,HSC,citeseq
db340d632802,2,27678,HSC,citeseq
94605c656f38,2,27678,EryP,citeseq
1bf5c8da77b8,2,27678,HSC,citeseq
5df295eb3f85,2,27678,HSC,citeseq
211298ae251d,2,27678,HSC,citeseq
8ecfd4db657e,2,27678,HSC,citeseq
386ceafe1972,2,27678,HSC,citeseq
6d1ec76475c1,2,27678,HSC,citeseq
351259b3f6d4,2,27678,HSC,citeseq
95309f51e5bc,2,27678,EryP,citeseq
e0b3610d2b2c,2,27678,EryP,citeseq
f8f38e974dc0,2,27678,HSC,citeseq
6bb6bebda536,2,27678,NeuP,citeseq
251287775f43,2,27678,EryP,citeseq
b18c64ae1f8f,2,27678,MkP,citeseq
10504ee2a42b,2,27678,NeuP,citeseq
4e6c784479be,2,27678,NeuP,citeseq
3abd5a8fcb5b,2,27678,EryP,citeseq
d48ba7ce78d9,2,27678,EryP,citeseq
d4815ba33199,2,27678,HSC,citeseq
06b13ada38e7,2,27678,HSC,citeseq
481de9b64c8e,2,27678,EryP,citeseq
0e6068cea9ca,2,27678,EryP,citeseq
924f58124b95,2,27678,HSC,citeseq
56a94320932f,2,27678,HSC,citeseq
eee2394b1888,2,27678,NeuP,citeseq
0d693da9d85e,2,27678,HSC,citeseq
ef877b953bad,2,27678,MasP,citeseq
45cdddbe8837,2,27678,MasP,citeseq
38835349215d,2,27678,HSC,citeseq
793d513ae879,2,27678,NeuP,citeseq
1462c1a269d0,2,27678,HSC,citeseq
9e64ac2e73b3,2,27678,HSC,citeseq
3598113d2b89,2,27678,EryP,citeseq
81a8ff042092,2,27678,EryP,citeseq
e9e26f93fab3,2,27678,EryP,citeseq
8d7666a8c859,2,27678,HSC,citeseq
f73dafe8afb8,2,27678,HSC,citeseq
f036d68af42d,2,27678,HSC,citeseq
e2b23ccf8e9e,2,27678,HSC,citeseq
aad560663aeb,2,27678,EryP,citeseq
1d61ec9d3fc8,2,27678,MkP,citeseq
157b0d7cf97c,2,27678,EryP,citeseq
d1a3b0c3a039,2,27678,EryP,citeseq
9a0ade452bff,2,27678,HSC,citeseq
d8b8049c137b,2,27678,HSC,citeseq
72f8d2b8abef,2,27678,HSC,citeseq
73fc726db1e0,2,27678,HSC,citeseq
49a7e05ccf80,2,27678,NeuP,citeseq
ff7fdbde7f1f,2,27678,EryP,citeseq
ac55b1b176c2,2,27678,HSC,citeseq
14bd20d35ae8,2,27678,NeuP,citeseq
e50727e426f2,2,27678,MkP,citeseq
1f62f3d7d78c,2,27678,EryP,citeseq
919c20abc17c,2,27678,HSC,citeseq
9638474274df,2,27678,HSC,citeseq
d9c2ba18b4ea,2,27678,HSC,citeseq
c6b2bc2141e0,2,27678,HSC,citeseq
9f009aa7398d,2,27678,HSC,citeseq
2c7133d35bb6,2,27678,MasP,citeseq
ec5c43505029,2,27678,EryP,citeseq
a96567f1c966,2,27678,NeuP,citeseq
2ff02042ffb5,2,27678,MkP,citeseq
5c27dd34a7d4,2,27678,NeuP,citeseq
f20673aa00a3,2,27678,HSC,citeseq
a6ecf0f1290b,2,27678,EryP,citeseq
39efbaca4afb,2,27678,HSC,citeseq
c8a74524cdf9,2,27678,MasP,citeseq
b775a2bf7e8d,2,27678,HSC,citeseq
1a3b19f185ab,2,27678,EryP,citeseq
030364c0021c,2,27678,EryP,citeseq
705e357e53af,2,27678,HSC,citeseq
72e317c2a3a0,2,27678,HSC,citeseq
65278a3b36d2,2,27678,HSC,citeseq
747b14847d1c,2,27678,HSC,citeseq
68d351776914,2,27678,EryP,citeseq
6a507f5ac02f,2,27678,NeuP,citeseq
2d9d7617ffa1,2,27678,EryP,citeseq
9e5c301cc9ca,2,27678,EryP,citeseq
1df230812af9,2,27678,MkP,citeseq
1719f63713a4,2,27678,MkP,citeseq
00ebe41b092b,2,27678,EryP,citeseq
90312e0af8e4,2,27678,MasP,citeseq
07e81e537088,2,27678,EryP,citeseq
effdf161a05e,2,27678,EryP,citeseq
aabba6071948,2,27678,HSC,citeseq
c0315d7575bb,2,27678,MkP,citeseq
db3ad2147453,2,27678,HSC,citeseq
2384d8ecfdaf,2,27678,EryP,citeseq
3b72a0eb9f31,2,27678,HSC,citeseq
3cecc05fa595,2,27678,NeuP,citeseq
64ca733698ab,2,27678,HSC,citeseq
86f9af9444fa,2,27678,HSC,citeseq
66600e49588c,2,27678,HSC,citeseq
d5b50b40b84c,2,27678,MasP,citeseq
dc228f18c571,2,27678,EryP,citeseq
83d8d656d175,2,27678,HSC,citeseq
6221e7f2eb40,2,27678,EryP,citeseq
d950a25c8ce2,2,27678,EryP,citeseq
7c4f988ec617,2,27678,MasP,citeseq
52d267634a84,2,27678,EryP,citeseq
3415aabf1cb1,2,27678,HSC,citeseq
8a7195b01494,2,27678,EryP,citeseq
05a3ebb015d8,2,27678,NeuP,citeseq
96206d9b9c7d,2,27678,HSC,citeseq
e558da2ee463,2,27678,EryP,citeseq
d11cd4a1ed8d,2,27678,EryP,citeseq
83fa61d447d1,2,27678,MoP,citeseq
31f49647dbdb,2,27678,NeuP,citeseq
8a3346f409b7,2,27678,HSC,citeseq
61a6d0dab07e,2,27678,HSC,citeseq
0bb1143e25e1,2,27678,HSC,citeseq
31e9cb89beea,2,27678,HSC,citeseq
e9bf9a17b87b,2,27678,HSC,citeseq
427ca3b5d9ff,2,27678,NeuP,citeseq
05e945decc4e,2,27678,NeuP,citeseq
7f1112442211,2,27678,MasP,citeseq
2ec91f1d4212,2,27678,EryP,citeseq
dee7cde1bd04,2,27678,EryP,citeseq
0dce07dda6aa,2,27678,HSC,citeseq
bf824c490baf,2,27678,HSC,citeseq
ff3724ccf055,2,27678,HSC,citeseq
387f5c62fead,2,27678,HSC,citeseq
9fb0288e84c5,2,27678,HSC,citeseq
84b2859f7b4a,2,27678,EryP,citeseq
323b6ce5a932,2,27678,HSC,citeseq
9f6a4ed5e6e1,2,27678,HSC,citeseq
02bcd5d7e7fb,2,27678,HSC,citeseq
1b4e3caf639e,2,27678,MkP,citeseq
c3188fb87e6e,2,27678,HSC,citeseq
8ab0da8618d2,2,27678,HSC,citeseq
a521ef1fb1bd,2,27678,HSC,citeseq
0fa808b4e5bb,2,27678,HSC,citeseq
ef47efdf4745,2,27678,EryP,citeseq
37a66f19d200,2,27678,HSC,citeseq
c8cfcb126ad6,2,27678,MkP,citeseq
1fc0458e410c,2,27678,HSC,citeseq
6c1fe0ba89c0,2,27678,EryP,citeseq
0fc981dab313,2,27678,HSC,citeseq
274cbe338bc3,2,27678,HSC,citeseq
d0a7ac431045,2,27678,EryP,citeseq
8b71280b223c,2,27678,NeuP,citeseq
6221815a3d8c,2,27678,HSC,citeseq
6ddab415ffd8,2,27678,HSC,citeseq
eccd54746111,2,27678,MkP,citeseq
532d29b9f90a,2,27678,EryP,citeseq
3bc18e867f0c,2,27678,MasP,citeseq
a827fcfbab64,2,27678,HSC,citeseq
d73454109504,2,27678,EryP,citeseq
88bae9c8b57a,2,27678,NeuP,citeseq
bf619f3d744c,2,27678,HSC,citeseq
3341706d6fca,2,27678,HSC,citeseq
4d7922082f64,2,27678,EryP,citeseq
eb9389f9a543,2,27678,NeuP,citeseq
77dc553d65e5,2,27678,MasP,citeseq
8706b9839311,2,27678,MasP,citeseq
de7349951e2f,2,27678,HSC,citeseq
992074147ddd,2,27678,EryP,citeseq
4fdd0241ba06,2,27678,NeuP,citeseq
e06f43462ade,2,27678,HSC,citeseq
d7b7cd56d243,2,27678,EryP,citeseq
c5c86d067bd9,2,27678,MasP,citeseq
7fc105f3e763,2,27678,MasP,citeseq
a801073441fb,2,27678,HSC,citeseq
589339d40f69,2,27678,MkP,citeseq
f5e08098c6da,2,27678,MkP,citeseq
39bd85513a1b,2,27678,EryP,citeseq
d82416cb4bc6,2,27678,HSC,citeseq
a95ccdd858d5,2,27678,MkP,citeseq
10d6a4f2df43,2,27678,HSC,citeseq
18efd9aa3126,2,27678,HSC,citeseq
33f190edacc1,2,27678,MasP,citeseq
85aec3e7aae4,2,27678,NeuP,citeseq
5c268f51e2cc,2,27678,HSC,citeseq
b15637349eec,2,27678,HSC,citeseq
b487585dad90,2,27678,NeuP,citeseq
6f022aae9555,2,27678,HSC,citeseq
ac810f559551,2,27678,NeuP,citeseq
90f4aa99537a,2,27678,NeuP,citeseq
88927cb2cba6,2,27678,EryP,citeseq
2d0cc93df2d5,2,27678,NeuP,citeseq
b22268b38c30,2,27678,HSC,citeseq
97f565b1af69,2,27678,NeuP,citeseq
088793288b57,2,27678,NeuP,citeseq
28c8e509f9e3,2,27678,EryP,citeseq
75e706271002,2,27678,MkP,citeseq
45c5676d26f1,2,27678,EryP,citeseq
a9f32ad1f552,2,27678,HSC,citeseq
c1882c406549,2,27678,NeuP,citeseq
f671af08918b,2,27678,HSC,citeseq
cc1409aa87a1,2,27678,HSC,citeseq
455ab9b593a9,2,27678,HSC,citeseq
af176b346ba2,2,27678,EryP,citeseq
c42d06794384,2,27678,MasP,citeseq
a2adbe514300,2,27678,EryP,citeseq
fd75d0b60a9d,2,27678,NeuP,citeseq
ab62cacc7ca1,2,27678,EryP,citeseq
1f77c98ebabf,2,27678,EryP,citeseq
abb41fede3da,2,27678,EryP,citeseq
0117fae7a000,2,27678,MasP,citeseq
9a0554a52b30,2,27678,HSC,citeseq
83249878c525,2,27678,HSC,citeseq
2646640245ec,2,27678,HSC,citeseq
41b98c1122f3,2,27678,EryP,citeseq
c8e64f12e57d,2,27678,NeuP,citeseq
baba26c1e0af,2,27678,HSC,citeseq
60ba17eb3e97,2,27678,HSC,citeseq
24a025ccfecb,2,27678,HSC,citeseq
02d5e1a7ed4d,2,27678,MkP,citeseq
730950c2dc9d,2,27678,HSC,citeseq
575d742bcdcd,2,27678,EryP,citeseq
2e68cd9d7a33,2,27678,HSC,citeseq
43399b253b65,2,27678,HSC,citeseq
0b81de288f61,2,27678,NeuP,citeseq
31c8f2addae3,2,27678,MoP,citeseq
953f984ff906,2,27678,NeuP,citeseq
0ef1974de2ab,2,27678,HSC,citeseq
780221f4050b,2,27678,MkP,citeseq
2495b8836942,2,27678,EryP,citeseq
7d15e942220d,2,27678,EryP,citeseq
a87bdce3455d,2,27678,EryP,citeseq
9230b878d4bf,2,27678,EryP,citeseq
a57bc8ef2dca,2,27678,EryP,citeseq
5c133bd6b609,2,27678,HSC,citeseq
ecfa737527ec,2,27678,HSC,citeseq
94406a67ff90,2,27678,EryP,citeseq
cd524652c87e,2,27678,HSC,citeseq
5db5b38c61e8,2,27678,NeuP,citeseq
d05d024a9e7b,2,27678,NeuP,citeseq
b647977eda8d,2,27678,HSC,citeseq
e495246103b3,2,27678,MasP,citeseq
949e7f801a6a,2,27678,MasP,citeseq
aaaacba903e1,2,27678,EryP,citeseq
c395c58c88aa,2,27678,EryP,citeseq
eab22dc18612,2,27678,MkP,citeseq
5fb9be9f6880,2,27678,MasP,citeseq
15f35f72ab83,2,27678,HSC,citeseq
6ee98ad27a31,2,27678,HSC,citeseq
e2197ba84b65,2,27678,MasP,citeseq
4c969dae2ffe,2,27678,EryP,citeseq
55cc8e9b6ddf,2,27678,HSC,citeseq
242df137de02,2,27678,MasP,citeseq
fe678d102c2b,2,27678,EryP,citeseq
aa3d859303ee,2,27678,NeuP,citeseq
560959ae0241,2,27678,HSC,citeseq
c2ce319332d0,2,27678,MasP,citeseq
f879e5f3b5db,2,27678,HSC,citeseq
168547222ccb,2,27678,EryP,citeseq
0f3d29adb9c0,2,27678,HSC,citeseq
c3e32671a759,2,27678,HSC,citeseq
aafb77c1aeea,2,27678,MkP,citeseq
41cc590ec032,2,27678,HSC,citeseq
1043664f03d4,2,27678,HSC,citeseq
68338d55163e,2,27678,NeuP,citeseq
caef1cba7268,2,27678,HSC,citeseq
8028164c527d,2,27678,EryP,citeseq
4ac008284502,2,27678,EryP,citeseq
be082513d366,2,27678,NeuP,citeseq
1352bc162971,2,27678,HSC,citeseq
5e0c33598cc4,2,27678,HSC,citeseq
5b6e77b47149,2,27678,NeuP,citeseq
9f4bdddf152e,2,27678,EryP,citeseq
96ebe90d50dd,2,27678,EryP,citeseq
98b7bec3204d,2,27678,HSC,citeseq
b9fac549847c,2,27678,NeuP,citeseq
94c2154558f2,2,27678,NeuP,citeseq
d87fc27a527c,2,27678,HSC,citeseq
fd76389d3215,2,27678,EryP,citeseq
ced4ee462a0b,2,27678,HSC,citeseq
1bd6f469f4ab,2,27678,EryP,citeseq
85fbb4249c7d,2,27678,MasP,citeseq
8f5f5322a393,2,27678,MasP,citeseq
2ae7e7f0a2c1,2,27678,HSC,citeseq
b7b446d152da,2,27678,MasP,citeseq
c5151cb23237,2,27678,HSC,citeseq
643608ece660,2,27678,EryP,citeseq
b3be4d8e72b9,2,27678,HSC,citeseq
9d4702f88b1d,2,27678,HSC,citeseq
7631341354fc,2,27678,EryP,citeseq
45d97b588ded,2,27678,MkP,citeseq
b64cb0640ebd,2,27678,MasP,citeseq
6b8ec8942154,2,27678,EryP,citeseq
046e8044847a,2,27678,NeuP,citeseq
40a4fc67ce5b,2,27678,HSC,citeseq
3be780b3ed1b,2,27678,HSC,citeseq
6e28b3f993b6,2,27678,HSC,citeseq
a9747598b3a2,2,27678,MasP,citeseq
5d0ee6f1808a,2,27678,MasP,citeseq
046d7db79b7d,2,27678,NeuP,citeseq
9752de5a48d0,2,27678,HSC,citeseq
21808f15e6ee,2,27678,HSC,citeseq
14c06ffe4d72,2,27678,MkP,citeseq
6320fa6ed090,2,27678,MoP,citeseq
2edd25e9c1b9,2,27678,MasP,citeseq
372449e32ab4,2,27678,MasP,citeseq
7c9ac5c4b532,2,27678,NeuP,citeseq
cb9dbeca8011,2,27678,EryP,citeseq
15e7b8a43dc7,2,27678,HSC,citeseq
df46374c979b,2,27678,EryP,citeseq
546b45bf6904,2,27678,HSC,citeseq
47bba127e109,2,27678,HSC,citeseq
217b27248227,2,27678,HSC,citeseq
